SELENBP1--SBP,b.69,80.3,7-bladed beta-propeller 
SELH--C11orf31,c.47,87.9,Thioredoxin fold 
SELL--LNHR--LYAM1,g.3,96.5,Knottins (small inhibitors- toxins- lectins) 
SELL--LNHR--LYAM1,d.169,98.4,C-type lectin-like 
SELL--LNHR--LYAM1,g.18,96.6,Complement control module_SCR domain 
SELM--SEPM,c.26,82.6,Adenine nucleotide alpha hydrolase-like 
SELM--SEPM,c.47,99.7,Thioredoxin fold 
SELP--GMRP--GRMP,d.169,98.1,C-type lectin-like 
SELP--GMRP--GRMP,g.3,97.1,Knottins (small inhibitors- toxins- lectins) 
SELP--GMRP--GRMP,g.18,97.3,Complement control module_SCR domain 
SELV,b.35,83.9,GroES-like 
SELV,c.47,99.0,Thioredoxin fold 
SEMA3A--SEMAD,b.1,88.5,Immunoglobulin-like beta-sandwich 
SEMA3A--SEMAD,g.16,97.3,Trefoil_Plexin domain-like 
SEMA3A--SEMAD,b.69,100.0,7-bladed beta-propeller 
SEMA3B--SEMA5--SEMAA,b.1,89.6,Immunoglobulin-like beta-sandwich 
SEMA3B--SEMA5--SEMAA,g.16,97.3,Trefoil_Plexin domain-like 
SEMA3B--SEMA5--SEMAA,b.69,100.0,7-bladed beta-propeller 
SEMA3C--SEMAE,b.1,96.1,Immunoglobulin-like beta-sandwich 
SEMA3C--SEMAE,g.16,97.6,Trefoil_Plexin domain-like 
SEMA3C--SEMAE,b.69,100.0,7-bladed beta-propeller 
SEMA3E--KIAA0331--SEMAH,b.1,84.6,Immunoglobulin-like beta-sandwich 
SEMA3E--KIAA0331--SEMAH,b.69,100.0,7-bladed beta-propeller 
SEMA3E--KIAA0331--SEMAH,g.16,97.4,Trefoil_Plexin domain-like 
SEMA3F,b.1,85.1,Immunoglobulin-like beta-sandwich 
SEMA3F,g.16,97.0,Trefoil_Plexin domain-like 
SEMA3F,b.69,100.0,7-bladed beta-propeller 
SEMA3G,b.1,80.3,Immunoglobulin-like beta-sandwich 
SEMA3G,g.16,97.7,Trefoil_Plexin domain-like 
SEMA3G,b.69,100.0,7-bladed beta-propeller 
SEMA4D--C9orf164--CD100--SEMAJ,b.69,100.0,7-bladed beta-propeller 
SEMA4D--C9orf164--CD100--SEMAJ,b.1,91.7,Immunoglobulin-like beta-sandwich 
SEMA4D--C9orf164--CD100--SEMAJ,g.16,91.9,Trefoil_Plexin domain-like 
SEMA4F--SEMAM--SEMAW,g.16,84.3,Trefoil_Plexin domain-like 
SEMA4F--SEMAM--SEMAW,b.69,100.0,7-bladed beta-propeller 
SEMA4G--KIAA1619,b.1,82.5,Immunoglobulin-like beta-sandwich 
SEMA4G--KIAA1619,g.16,94.8,Trefoil_Plexin domain-like 
SEMA4G--KIAA1619,b.69,100.0,7-bladed beta-propeller 
SEMA5A--SEMAF,b.69,100.0,7-bladed beta-propeller 
SEMA5A--SEMAF,g.60,99.1,TSP-1 type 1 repeat 
SEMA5A--SEMAF,g.16,91.0,Trefoil_Plexin domain-like 
SEMA5A--SEMAF,b.77,99.6,beta-Prism I 
SEMA6A--KIAA1368--SEMAQ,g.16,89.6,Trefoil_Plexin domain-like 
SEMA6A--KIAA1368--SEMAQ,b.69,100.0,7-bladed beta-propeller 
SEMA6C--KIAA1869--SEMAY,b.69,100.0,7-bladed beta-propeller 
SEMA6C--KIAA1869--SEMAY,g.16,96.7,Trefoil_Plexin domain-like 
SEMA6D--KIAA1479,b.69,100.0,7-bladed beta-propeller 
SEMA6D--KIAA1479,g.16,92.4,Trefoil_Plexin domain-like 
SEMA7A--CD108--SEMAL,b.69,100.0,7-bladed beta-propeller 
SEMA7A--CD108--SEMAL,b.1,80.4,Immunoglobulin-like beta-sandwich 
SEMA7A--CD108--SEMAL,g.16,94.0,Trefoil_Plexin domain-like 
SENP1,d.3,99.9,Cysteine proteinases 
SENP2--KIAA1331,d.3,99.9,Cysteine proteinases 
SENP3--SSP3--SUSP3,d.3,99.9,Cysteine proteinases 
SENP5--FKSG45,d.3,99.8,Cysteine proteinases 
SENP6--KIAA0797--SSP1--SUSP1--FKSG6,d.3,99.7,Cysteine proteinases 
SENP7--KIAA1707--SSP2--SUSP2,d.3,99.8,Cysteine proteinases 
SENP8--DEN1--NEDP1--PRSC2--FKSG8,d.3,99.7,Cysteine proteinases 
SEP15,c.47,99.9,Thioredoxin fold 
SEPHS1--SELD--SPS--SPS1,d.139,80.7,PurM C-terminal domain-like 
SEPHS1--SELD--SPS--SPS1,d.79,81.4,Bacillus chorismate mutase-like 
SEPHS2--SPS2,d.79,96.0,Bacillus chorismate mutase-like 
SEPHS2--SPS2,d.139,87.4,PurM C-terminal domain-like 
SEPN1--SELN,a.39,80.9,EF Hand-like 
SEPN1--SELN,c.47,83.9,Thioredoxin fold 
SEPP1--SELP,c.47,81.3,Thioredoxin fold 
SEPSECS--TRNP48,c.67,95.5,PLP-dependent transferase-like 
SEPT10,c.37,95.8,P-loop containing nucleoside triphosphate hydrolases 
SEPT11,c.37,95.8,P-loop containing nucleoside triphosphate hydrolases 
SEPT12,c.37,96.0,P-loop containing nucleoside triphosphate hydrolases 
SEPT14,c.37,95.5,P-loop containing nucleoside triphosphate hydrolases 
SEPT1--DIFF6--PNUTL3,c.37,96.0,P-loop containing nucleoside triphosphate hydrolases 
SEPT2--DIFF6--KIAA0158--NEDD5,c.37,96.2,P-loop containing nucleoside triphosphate hydrolases 
SEPT3--SEP3,c.37,96.4,P-loop containing nucleoside triphosphate hydrolases 
SEPT4--ARTS--PNUTL2--SEP4--hucep-7,c.37,95.5,P-loop containing nucleoside triphosphate hydrolases 
SEPT5--PNUTL1,c.37,96.3,P-loop containing nucleoside triphosphate hydrolases 
SEPT6--KIAA0128--SEP2,c.37,95.8,P-loop containing nucleoside triphosphate hydrolases 
SEPT7--CDC10,c.37,96.1,P-loop containing nucleoside triphosphate hydrolases 
SEPT8--KIAA0202,c.37,95.4,P-loop containing nucleoside triphosphate hydrolases 
SEPT9--KIAA0991--MSF,c.37,96.0,P-loop containing nucleoside triphosphate hydrolases 
SEPW1--SELW,c.47,99.0,Thioredoxin fold 
SERAC1,c.69,89.0,alpha_beta-Hydrolases 
SERAC1,a.118,81.8,alpha-alpha  uperhelix 
SERGEF--DELGEF--GNEFR,b.69,100.0,7-bladed beta-propeller 
SERHL2--SERHL,c.69,92.3,alpha_beta-Hydrolases 
SERHL--SERHL2,c.69,97.1,alpha_beta-Hydrolases 
SERPINA11,e.1,100.0,Serpins 
SERPINA12,e.1,100.0,Serpins 
SERPINA1--AAT--PI--PRO0684--PRO2209,e.1,100.0,Serpins 
SERPINA2--ARGS--ATR--PIL--SERPINA2P,e.1,100.0,Serpins 
SERPINA3--AACT--GIG24--GIG25,e.1,100.0,Serpins 
SERPINA4--KST--PI4,e.1,100.0,Serpins 
SERPINA5--PCI--PLANH3--PROCI,e.1,100.0,Serpins 
SERPINA6--CBG,e.1,100.0,Serpins 
SERPINA7--TBG,e.1,100.0,Serpins 
SERPINB10--PI10,e.1,100.0,Serpins 
SERPINB11,e.1,100.0,Serpins 
SERPINB12,e.1,100.0,Serpins 
SERPINB13--PI13,e.1,100.0,Serpins 
SERPINB1--ELANH2--MNEI--PI2,e.1,100.0,Serpins 
SERPINB2--PAI2--PLANH2,e.1,100.0,Serpins 
SERPINB3--SCCA--SCCA1,e.1,100.0,Serpins 
SERPINB4--PI11--SCCA2,e.1,100.0,Serpins 
SERPINB5--PI5,e.1,100.0,Serpins 
SERPINB6--PI6--PTI,e.1,100.0,Serpins 
SERPINB7,e.1,100.0,Serpins 
SERPINB8--PI8,e.1,100.0,Serpins 
SERPINB9--PI9,e.1,100.0,Serpins 
SERPINC1--AT3--PRO0309,e.1,100.0,Serpins 
SERPIND1--HCF2,e.1,100.0,Serpins 
SERPINE1--PAI1--PLANH1,e.1,100.0,Serpins 
SERPINE2--PI7--PN1,e.1,100.0,Serpins 
SERPINE3,e.1,100.0,Serpins 
SERPINF1--PEDF--PIG35,e.1,100.0,Serpins 
SERPINF2--AAP--PLI,e.1,100.0,Serpins 
SERPING1--C1IN--C1NH,e.1,100.0,Serpins 
SERPINH1--CBP1--CBP2--HSP47--SERPINH2--PIG14,e.1,100.0,Serpins 
SERPINI1--PI12,e.1,100.0,Serpins 
SERPINI2--MEPI--PI14,e.1,100.0,Serpins 
SESN1--PA26--SEST1,a.152,90.0,AhpD-like 
SESN2--SEST2,a.152,86.5,AhpD-like 
SESN3--SEST3,a.152,90.9,AhpD-like 
SESTD1--SOLO,a.7,86.1,Spectrin repeat-like 
SESTD1--SOLO,c.13,87.7,SpoIIaa-like 
SETD1A--KIAA0339--KMT2F--SET1--SET1A,d.58,81.2,Ferredoxin-like 
SETD1A--KIAA0339--KMT2F--SET1--SET1A,b.85,99.0,beta-clip 
SETD1B--KIAA1076--KMT2G--SET1B,b.85,99.1,beta-clip 
SETD1B--KIAA1076--KMT2G--SET1B,d.58,97.3,Ferredoxin-like 
SETD2--HIF1--HYPB--KIAA1732--KMT3A--SET2--HSPC069,b.85,99.0,beta-clip 
SETD2--HIF1--HYPB--KIAA1732--KMT3A--SET2--HSPC069,b.72,93.1,WW domain-like 
SETD3--C14orf154,b.85,99.9,beta-clip 
SETD3--C14orf154,a.166,99.9,RuBisCo LSMT C-terminal- substrate-binding domain 
SETD4--C21orf18--C21orf27,b.85,100.0,beta-clip 
SETD5--KIAA1757,b.85,95.8,beta-clip 
SETD6,a.166,94.4,RuBisCo LSMT C-terminal- substrate-binding domain 
SETD6,b.85,99.9,beta-clip 
SETD7--KIAA1717--KMT7--SET7--SET9,b.76,100.0,open-sided beta-meander 
SETD7--KIAA1717--KMT7--SET7--SET9,b.85,93.1,beta-clip 
SETD8--KMT5A--PRSET7--SET07--SET8,b.85,99.3,beta-clip 
SETD9--C5orf35,b.85,94.3,beta-clip 
SETDB1--KIAA0067--KMT1E,d.10,89.0,DNA-binding domain 
SETDB1--KIAA0067--KMT1E,b.85,95.3,beta-clip 
SETDB2--C13orf4--CLLD8--KMT1F,b.85,83.6,beta-clip 
SETDB2--C13orf4--CLLD8--KMT1F,d.10,92.7,DNA-binding domain 
SETMAR,a.4,87.5,DNA_RNA-binding 3-helical bundle 
SETMAR,a.35,88.8,lambda repressor-like DNA-binding domains 
SETMAR,b.85,99.0,beta-clip 
SET,d.305,100.0,NAP-like 
SETSIP--SETP18,d.305,100.0,NAP-like 
SETX--ALS4--KIAA0625--SCAR1,c.37,83.7,P-loop containing nucleoside triphosphate hydrolases 
SEZ6,g.18,95.3,Complement control module_SCR domain 
SEZ6,b.23,98.1,CUB-like 
SF1--ZFM1--ZNF162,d.52,94.5,Alpha-lytic protease prodomain-like 
SF1--ZFM1--ZNF162,d.51,94.9,Eukaryotic type KH-domain (KH-domain type I) 
SF1--ZFM1--ZNF162,g.40,80.3,Retrovirus zinc finger-like domains 
SF3A1--SAP114,a.217,98.2,Surp module (SWAP domain) 
SF3A1--SAP114,d.15,95.8,beta-Grasp (ubiquitin-like) 
SF3A2--SAP62,g.37,85.9,beta-beta-alpha zinc fingers 
SF3B1--SAP155,a.118,91.7,alpha-alpha  uperhelix 
SF3B2--SAP145,a.140,81.1,LEM_SAP HeH motif 
SF3B4--SAP49,d.58,99.0,Ferredoxin-like 
SF3B6--SAP14--SF3B14--SF3B14A--CGI-110--HSPC175--HT006,d.58,98.1,Ferredoxin-like 
SF3B6--SAP14--SF3B14--SF3B14A--CGI-110--HSPC175--HT006,a.11,84.8,Acyl-CoA binding protein-like 
SFMBT1--RU1,b.34,99.2,SH3-like barrel 
SFMBT1--RU1,a.60,81.2,SAM domain-like 
SFMBT2--KIAA1617,b.34,99.3,SH3-like barrel 
SFMBT2--KIAA1617,a.60,82.3,SAM domain-like 
SFN--HME1,a.118,100.0,alpha-alpha  uperhelix 
SFPQ--PSF,d.58,97.7,Ferredoxin-like 
SFRP1--FRP--FRP1--SARP2,a.141,99.8,Frizzled cysteine-rich domain 
SFRP1--FRP--FRP1--SARP2,b.40,90.2,OB-fold 
SFRP4--FRPHE,a.141,99.9,Frizzled cysteine-rich domain 
SFRP4--FRPHE,b.40,94.6,OB-fold 
SFRP5--FRP1B--SARP3,b.40,91.4,OB-fold 
SFRP5--FRP1B--SARP3,a.141,99.8,Frizzled cysteine-rich domain 
SFSWAP--SFRS8--SWAP,a.217,97.9,Surp module (SWAP domain) 
SFTPA1--COLEC4--PSAP--SFTP1--SFTPA--SFTPA1B,d.169,98.0,C-type lectin-like 
SFTPA2--COLEC5--PSAP--SFTP1--SFTPA--SFTPA2B,d.169,98.0,C-type lectin-like 
SFTPB--SFTP3,a.64,94.1,Saposin-like 
SFTPD--COLEC7--PSPD--SFTP4,d.169,97.2,C-type lectin-like 
SGCA--ADL--DAG2,b.1,86.4,Immunoglobulin-like beta-sandwich 
SGF29--CCDC101,b.34,83.0,SH3-like barrel 
SGIP1,b.2,93.9,Common fold of diphtheria toxin_transcription factors_cytochrome f 
SGK1--SGK,d.189,86.5,PX domain 
SGK1--SGK,d.144,100.0,Protein kinase-like (PK-like) 
SGK223,d.144,98.0,Protein kinase-like (PK-like) 
SGK2,d.144,100.0,Protein kinase-like (PK-like) 
SGK3--CISK--SGKL,d.189,99.2,PX domain 
SGK3--CISK--SGKL,d.144,88.1,Protein kinase-like (PK-like) 
SGK494,d.144,99.8,Protein kinase-like (PK-like) 
SGMS1--MOB--SMS1--TMEM23,a.60,87.8,SAM domain-like 
SGPL1--KIAA1252,c.67,99.5,PLP-dependent transferase-like 
SGPP1,a.111,96.8,Acid phosphatase_Vanadium-dependent haloperoxidase 
SGPP2,a.111,96.6,Acid phosphatase_Vanadium-dependent haloperoxidase 
SGSH--HSS,c.76,99.3,Alkaline phosphatase-like 
SGSM1--KIAA1941--RUTBC2,a.69,98.0,Left-handed superhelix 
SGSM1--KIAA1941--RUTBC2,a.256,99.7,RUN domain-like 
SGSM2--KIAA0397--RUTBC1,a.69,98.0,Left-handed superhelix 
SGSM2--KIAA0397--RUTBC1,a.256,99.6,RUN domain-like 
SGSM3--MAP--RABGAPLP--RUTBC3,a.256,99.0,RUN domain-like 
SGSM3--MAP--RABGAPLP--RUTBC3,a.69,97.9,Left-handed superhelix 
SGSM3--MAP--RABGAPLP--RUTBC3,b.34,96.5,SH3-like barrel 
SGTA--SGT--SGT1,a.118,94.7,alpha-alpha  uperhelix 
SGTA--SGT--SGT1,e.61,94.6,ImpE-like 
SGTB--SGT2,e.61,96.4,ImpE-like 
SGTB--SGT2,a.118,97.4,alpha-alpha  uperhelix 
SGTB--SGT2,a.7,81.0,Spectrin repeat-like 
SGTB--SGT2,a.189,82.6,XPC-binding domain 
SH2B1--KIAA1299--SH2B,b.55,95.0,PH domain-like barrel 
SH2B1--KIAA1299--SH2B,a.34,99.6,Dimerisation interlock 
SH2B1--KIAA1299--SH2B,d.93,96.9,SH2-like 
SH2B2--APS,d.93,96.8,SH2-like 
SH2B2--APS,b.55,83.5,PH domain-like barrel 
SH2B2--APS,a.34,99.7,Dimerisation interlock 
SH2B3--LNK,d.93,97.2,SH2-like 
SH2B3--LNK,b.55,81.9,PH domain-like barrel 
SH2B3--LNK,a.34,99.4,Dimerisation interlock 
SH2D1A--DSHP--SAP,d.93,97.4,SH2-like 
SH2D1B--EAT2,d.93,90.8,SH2-like 
SH2D2A--SCAP--TSAD--VRAP,d.93,96.1,SH2-like 
SH2D4A--PPP1R38--SH2A,d.93,85.1,SH2-like 
SH2D4B,d.93,93.4,SH2-like 
SH2D5,d.93,95.2,SH2-like 
SH2D5,b.55,97.4,PH domain-like barrel 
SH2D6,d.93,89.9,SH2-like 
SH2D7,d.93,95.1,SH2-like 
SH3BGRL2--FASH3,c.47,99.6,Thioredoxin fold 
SH3BGRL3--P1725,c.47,94.2,Thioredoxin fold 
SH3BGRL,c.47,85.1,Thioredoxin fold 
SH3BGR,c.47,86.4,Thioredoxin fold 
SH3BP1,a.238,95.9,BAR_IMD domain-like 
SH3BP1,a.116,99.9,GTPase activation domain- GAP 
SH3BP2--3BP2--RES4-23,b.55,98.3,PH domain-like barrel 
SH3BP2--3BP2--RES4-23,d.93,94.9,SH2-like 
SH3BP4--BOG25--EHB10--TTP,b.34,96.9,SH3-like barrel 
SH3D19,b.34,96.5,SH3-like barrel 
SH3D21--C1orf113,b.34,97.5,SH3-like barrel 
SH3GL1--CNSA1--SH3D2B,a.238,99.7,BAR_IMD domain-like 
SH3GL1--CNSA1--SH3D2B,b.34,97.8,SH3-like barrel 
SH3GL2--CNSA2--SH3D2A,a.238,97.5,BAR_IMD domain-like 
SH3GL2--CNSA2--SH3D2A,b.34,98.0,SH3-like barrel 
SH3GL3--CNSA3--SH3D2C,a.238,99.7,BAR_IMD domain-like 
SH3GL3--CNSA3--SH3D2C,b.34,97.9,SH3-like barrel 
SH3GLB1--KIAA0491--CGI-61,a.238,98.9,BAR_IMD domain-like 
SH3GLB1--KIAA0491--CGI-61,b.34,92.0,SH3-like barrel 
SH3GLB2--KIAA1848--PP578,a.238,98.8,BAR_IMD domain-like 
SH3GLB2--KIAA1848--PP578,b.34,88.4,SH3-like barrel 
SH3KBP1--CIN85,b.34,97.2,SH3-like barrel 
SH3PXD2A--FISH--KIAA0418--SH3MD1--TKS5,d.189,97.5,PX domain 
SH3PXD2A--FISH--KIAA0418--SH3MD1--TKS5,b.34,94.5,SH3-like barrel 
SH3PXD2B--FAD49--KIAA1295--TKS4,b.34,95.9,SH3-like barrel 
SH3PXD2B--FAD49--KIAA1295--TKS4,d.189,97.8,PX domain 
SH3RF1--KIAA1494--POSH--RNF142--SH3MD2,b.34,97.9,SH3-like barrel 
SH3RF1--KIAA1494--POSH--RNF142--SH3MD2,g.44,97.6,RING_U-box 
SH3RF2--PPP1R39--RNF158,g.44,97.4,RING_U-box 
SH3RF2--PPP1R39--RNF158,b.34,97.3,SH3-like barrel 
SH3RF3--POSH2--SH3MD4,b.34,97.6,SH3-like barrel 
SH3RF3--POSH2--SH3MD4,g.44,97.5,RING_U-box 
SH3TC1,a.118,80.1,alpha-alpha  uperhelix 
SH3TC1,b.34,89.0,SH3-like barrel 
SH3TC2--KIAA1985--PP12494,a.118,94.2,alpha-alpha  uperhelix 
SH3TC2--KIAA1985--PP12494,b.34,80.8,SH3-like barrel 
SH3YL1,b.34,97.8,SH3-like barrel 
SHANK1,d.211,98.8,beta-hairpin-alpha-hairpin repeat 
SHANK1,a.118,99.0,alpha-alpha  uperhelix 
SHANK1,b.34,97.9,SH3-like barrel 
SHANK1,a.60,98.1,SAM domain-like 
SHANK1,b.36,98.2,PDZ domain-like 
SHANK2--CORTBP1--KIAA1022--PROSAP1,b.34,97.5,SH3-like barrel 
SHANK2--CORTBP1--KIAA1022--PROSAP1,a.60,97.5,SAM domain-like 
SHANK2--CORTBP1--KIAA1022--PROSAP1,b.36,97.6,PDZ domain-like 
SHANK3--KIAA1650--PROSAP2--PSAP2,d.211,98.6,beta-hairpin-alpha-hairpin repeat 
SHANK3--KIAA1650--PROSAP2--PSAP2,b.36,97.9,PDZ domain-like 
SHANK3--KIAA1650--PROSAP2--PSAP2,b.34,97.6,SH3-like barrel 
SHANK3--KIAA1650--PROSAP2--PSAP2,a.118,99.1,alpha-alpha  uperhelix 
SHANK3--KIAA1650--PROSAP2--PSAP2,a.60,97.7,SAM domain-like 
SHARPIN--SIPL1--PSEC0216,d.15,83.6,beta-Grasp (ubiquitin-like) 
SHARPIN--SIPL1--PSEC0216,g.41,85.6,Rubredoxin-like 
SHBG,b.29,89.4,Concanavalin A-like lectins_glucanases 
SHB,d.93,97.3,SH2-like 
SHC1--SHC--SHCA,b.55,96.8,PH domain-like barrel 
SHC1--SHC--SHCA,d.93,97.8,SH2-like 
SHC2--SCK--SHCB,d.93,97.8,SH2-like 
SHC2--SCK--SHCB,b.55,97.1,PH domain-like barrel 
SHC3--NSHC--SHCC,d.93,97.6,SH2-like 
SHC3--NSHC--SHCC,b.55,96.5,PH domain-like barrel 
SHCBP1L--C1orf14,b.80,95.2,Single-stranded right-handed beta-helix 
SHCBP1,b.80,93.7,Single-stranded right-handed beta-helix 
SHD,d.93,97.6,SH2-like 
SHE,d.93,97.9,SH2-like 
SHF,d.93,97.9,SH2-like 
SHH,c.116,82.1,alpha_beta knot 
SHH,d.65,100.0,Hedgehog_DD-peptidase 
SHH,b.86,99.8,Hedgehog_intein (Hint) domain 
SHH,b.145,96.5,AXH domain 
SHKBP1--PP203,d.42,85.9,POZ domain 
SHKBP1--PP203,b.69,83.7,7-bladed beta-propeller 
SHMT1,c.67,86.7,PLP-dependent transferase-like 
SHMT2,c.67,98.9,PLP-dependent transferase-like 
SHOC2--KIAA0862,c.10,99.4,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
SHOX2--OG12X--SHOT,a.4,87.3,DNA_RNA-binding 3-helical bundle 
SHOX--PHOG,a.4,98.8,DNA_RNA-binding 3-helical bundle 
SHPK--CARKL,c.55,84.0,Ribonuclease H-like motif 
SHPRH--KIAA2023,c.37,85.9,P-loop containing nucleoside triphosphate hydrolases 
SHPRH--KIAA2023,a.4,98.0,DNA_RNA-binding 3-helical bundle 
SHPRH--KIAA2023,g.50,89.5,FYVE_PHD zinc finger 
SHPRH--KIAA2023,g.44,85.2,RING_U-box 
SHQ1,b.15,92.9,HSP20-like chaperones 
SHROOM2--APXL,b.36,95.3,PDZ domain-like 
SHROOM3--KIAA1481--SHRML--MSTP013,b.36,82.0,PDZ domain-like 
SHROOM4--KIAA1202--SHAP,b.36,82.1,PDZ domain-like 
SIAE--YSG2,c.23,99.8,Flavodoxin-like 
SIAH1--HUMSIAH,g.44,88.1,RING_U-box 
SIAH1--HUMSIAH,b.8,100.0,TRAF domain-like 
SIAH2,b.8,100.0,TRAF domain-like 
SIAH2,g.44,86.5,RING_U-box 
SIAH3,b.8,100.0,TRAF domain-like 
SIGLEC15--CD33L3,b.1,93.3,Immunoglobulin-like beta-sandwich 
SIGLEC16--SIGLECP16,b.1,97.2,Immunoglobulin-like beta-sandwich 
SIGLEC1--SN,b.1,97.0,Immunoglobulin-like beta-sandwich 
SIGLEC5--CD33L2--OBBP2,b.1,96.2,Immunoglobulin-like beta-sandwich 
SIGLEC6--CD33L--CD33L1--OBBP1,b.1,94.4,Immunoglobulin-like beta-sandwich 
SIGLEC7--AIRM1,b.1,96.9,Immunoglobulin-like beta-sandwich 
SIGLEC8--SAF2,b.1,94.6,Immunoglobulin-like beta-sandwich 
SIGLECL1--C19orf75,b.1,86.2,Immunoglobulin-like beta-sandwich 
SIK1--SIK--SNF1LK,d.144,82.7,Protein kinase-like (PK-like) 
SIK2--KIAA0781--QIK--SNF1LK2,d.144,80.6,Protein kinase-like (PK-like) 
SIK3--KIAA0999--QSK--L19,d.144,99.8,Protein kinase-like (PK-like) 
SIM1--BHLHE14,d.110,96.3,Profilin-like 
SIM1--BHLHE14,a.38,87.8,HLH-like 
SIM2--BHLHE15,d.110,90.7,Profilin-like 
SIM2--BHLHE15,a.38,85.5,HLH-like 
SIN3A,a.61,83.9,Retroviral matrix proteins 
SIN3A,a.59,99.4,PAH2 domain 
SIN3B--KIAA0700,a.59,99.3,PAH2 domain 
SIPA1L1--E6TP1--KIAA0440,b.36,93.5,PDZ domain-like 
SIPA1L1--E6TP1--KIAA0440,e.55,100.0,Rap_Ran-GAP 
SIPA1L2--KIAA1389,b.36,93.4,PDZ domain-like 
SIPA1L2--KIAA1389,e.55,100.0,Rap_Ran-GAP 
SIPA1L3--KIAA0545--SPAL3,b.55,82.1,PH domain-like barrel 
SIPA1L3--KIAA0545--SPAL3,b.36,89.6,PDZ domain-like 
SIPA1L3--KIAA0545--SPAL3,e.55,100.0,Rap_Ran-GAP 
SIPA1--SPA1,e.55,100.0,Rap_Ran-GAP 
SIPA1--SPA1,b.55,80.9,PH domain-like barrel 
SIPA1--SPA1,b.36,90.9,PDZ domain-like 
SIRPA--BIT--MFR--MYD1--PTPNS1--SHPS1--SIRP,b.1,98.8,Immunoglobulin-like beta-sandwich 
SIRPB1,b.1,98.7,Immunoglobulin-like beta-sandwich 
SIRPB2--PTPN1L--PTPNS1L3,b.1,98.0,Immunoglobulin-like beta-sandwich 
SIRPD--PTPNS1L2,b.1,97.3,Immunoglobulin-like beta-sandwich 
SIRPG--SIRPB2,b.1,98.4,Immunoglobulin-like beta-sandwich 
SIRT1--SIR2L1,c.31,82.0,DHS-like NAD_FAD-binding domain 
SIRT2--SIR2L--SIR2L2,c.31,100.0,DHS-like NAD_FAD-binding domain 
SIRT3--SIR2L3,c.31,100.0,DHS-like NAD_FAD-binding domain 
SIRT4--SIR2L4,c.31,100.0,DHS-like NAD_FAD-binding domain 
SIRT5--SIR2L5,c.31,86.8,DHS-like NAD_FAD-binding domain 
SIRT6--SIR2L6,c.31,83.6,DHS-like NAD_FAD-binding domain 
SIRT7--SIR2L7,g.37,86.9,beta-beta-alpha zinc fingers 
SIRT7--SIR2L7,c.31,100.0,DHS-like NAD_FAD-binding domain 
SI,b.71,98.1,Glycosyl hydrolase domain 
SI,c.1,95.1,TIM beta_alpha-barrel 
SI,b.30,98.5,Supersandwich 
SI,g.16,95.9,Trefoil_Plexin domain-like 
SIX1,a.4,86.8,DNA_RNA-binding 3-helical bundle 
SIX1,a.35,81.0,lambda repressor-like DNA-binding domains 
SIX2,a.4,98.2,DNA_RNA-binding 3-helical bundle 
SIX2,a.35,82.8,lambda repressor-like DNA-binding domains 
SIX2,c.37,80.9,P-loop containing nucleoside triphosphate hydrolases 
SIX3,a.4,85.2,DNA_RNA-binding 3-helical bundle 
SIX4,a.4,97.6,DNA_RNA-binding 3-helical bundle 
SIX5--DMAHP,a.4,97.3,DNA_RNA-binding 3-helical bundle 
SIX6--OPTX2--SIX9,a.4,97.9,DNA_RNA-binding 3-helical bundle 
SKAP1--SCAP1--SKAP55,b.55,81.9,PH domain-like barrel 
SKAP1--SCAP1--SKAP55,b.34,96.2,SH3-like barrel 
SKAP2--PRAP--RA70--SAPS--SCAP2--SKAP55R,b.34,96.7,SH3-like barrel 
SKAP2--PRAP--RA70--SAPS--SCAP2--SKAP55R,b.55,98.9,PH domain-like barrel 
SKIDA1--C10orf140--DLN1,a.6,99.5,Putative DNA-binding domain 
SKIL--SNO,d.217,100.0,SAND domain-like 
SKIL--SNO,a.6,99.9,Putative DNA-binding domain 
SKINTL--SKINT1,b.1,86.9,Immunoglobulin-like beta-sandwich 
SKI,a.6,99.9,Putative DNA-binding domain 
SKI,d.217,100.0,SAND domain-like 
SKIV2L2--DOB1--KIAA0052--Mtr4,c.37,82.2,P-loop containing nucleoside triphosphate hydrolases 
SKIV2L--DDX13--SKI2W--SKIV2--W,c.37,96.6,P-loop containing nucleoside triphosphate hydrolases 
SKOR1--CORL1--FUSSEL15--LBXCOR1,d.217,100.0,SAND domain-like 
SKOR1--CORL1--FUSSEL15--LBXCOR1,a.6,99.9,Putative DNA-binding domain 
SKOR2--CORL2--FUSSEL18,d.217,100.0,SAND domain-like 
SKOR2--CORL2--FUSSEL18,a.6,99.9,Putative DNA-binding domain 
SKP1--EMC19--OCP2--SKP1A--TCEB1L,d.42,90.2,POZ domain 
SKP1--EMC19--OCP2--SKP1A--TCEB1L,a.157,99.9,Skp1 dimerisation domain-like 
SKP2--FBXL1,c.10,98.9,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
SKP2--FBXL1,a.158,97.4,F-box domain 
SLA2--C20orf156--SLAP2,d.93,91.0,SH2-like 
SLA2--C20orf156--SLAP2,b.34,87.9,SH3-like barrel 
SLAMF1--SLAM,b.1,84.2,Immunoglobulin-like beta-sandwich 
SLAMF8--BLAME,b.1,82.3,Immunoglobulin-like beta-sandwich 
SLA--SLAP--SLAP1,b.34,83.1,SH3-like barrel 
